id,drugbank_id,name,type,groups,categories,SMILES,PubChem_CID
881,DB00899,Remifentanil,small molecule,approved,"Acids, Acyclic|Agents producing tachycardia|Agents that produce hypertension|Analgesics|Anesthetics|Anesthetics, General|Anesthetics, Intravenous|Bradycardia-Causing Agents|Central Nervous System Agents|Central Nervous System Depressants|Fatty Acids|Fatty Acids, Volatile|Fentanyl and fentanyl analogues|High-risk opioids|Hypnotics and Sedatives|Hypotensive Agents|Lipids|Narcotics|Nervous System|Opiate Agonists|Opioid Agonist|Opioid Anesthetics|Opioids|Opioids, Anilidopiperidine|Peripheral Nervous System Agents|Phenylpiperidine opioids|Piperidines|Propionates|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,60815
882,DB00900,Didanosine,small molecule,approved,"Anti-HIV Agents|Anti-Infective Agents|Anti-Retroviral Agents|Antiinfectives for Systemic Use|Antimetabolites|Antiviral Agents|Antivirals for Systemic Use|Carbohydrates|Deoxyribonucleosides|Dideoxynucleosides|Direct Acting Antivirals|Drugs that are Mainly Renally Excreted|Enzyme Inhibitors|Glycosides|Heterocyclic Compounds, Fused-Ring|Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor|Neurotoxic agents|Noxae|Nucleic Acid Synthesis Inhibitors|Nucleic Acids, Nucleotides, and Nucleosides|Nucleoside and Nucleotide Reverse Transcriptase Inhibitors|Nucleoside Reverse Transcriptase Inhibitors|Nucleosides|OAT1/SLC22A6 Substrates|Purine Nucleosides|Purines|Reverse Transcriptase Inhibitors|Ribonucleosides|Toxic Actions",OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,50599
883,DB00901,Bitolterol,small molecule,withdrawn,"Adrenergic Agents|Adrenergic Agonists|Adrenergic beta-2 Receptor Agonists|Adrenergic beta-Agonists|Adrenergics, Inhalants|Agents producing tachycardia|Agents that produce hypertension|Alcohols|Amines|Amino Alcohols|Anti-Asthmatic Agents|Autonomic Agents|Bronchodilator Agents|Drugs for Obstructive Airway Diseases|Neurotransmitter Agents|Peripheral Nervous System Agents|Respiratory System Agents|Selective Beta 2-adrenergic Agonists",CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C,35330
884,DB00902,Methdilazine,small molecule,approved,"Agents that reduce seizure threshold|Antihistamines for Systemic Use|Heterocyclic Compounds, Fused-Ring|Histamine Antagonists|Histamine H1 Antagonists|Phenothiazine Derivatives|Sulfur Compounds",CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,14677
885,DB00903,Etacrynic acid,small molecule,approved|investigational,"Acetates|Acids, Acyclic|Agents that produce neuromuscular block (indirect)|Aryloxyacetic Acid Derivatives|Cardiovascular Agents|Diuretics|Enzyme Inhibitors|Fatty Acids|Fatty Acids, Volatile|Glycolates|High-Ceiling Diuretics|Hydroxy Acids|Hyperglycemia-Associated Agents|Hypotensive Agents|Increased Diuresis at Loop of Henle|Lipids|Natriuretic Agents|Nephrotoxic agents|Non Potassium Sparing Diuretics|OAT1/SLC22A6 inhibitors|Ototoxic agents|Phenoxyacetates|Sodium Potassium Chloride Symporter Inhibitors",CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,3278
886,DB00904,Ondansetron,small molecule,approved,"Anti-Anxiety Agents|Antidepressive Agents|Antiemetics|Antiemetics and Antinauseants|Carbazoles|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP2E1 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A5 Substrates|Cytochrome P-450 CYP3A7 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Heterocyclic Compounds, Fused-Ring|Imidazoles|Indoles|Moderate Risk QTc-Prolonging Agents|Peripheral Nervous System Agents|Psychotropic Drugs|QTc Prolonging Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin 3 Receptor Antagonists|Serotonin 5-HT3 Receptor Antagonists|Serotonin Agents|Serotonin Receptor Antagonists",CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,4595
887,DB00905,Bimatoprost,small molecule,approved|investigational,"Amides|Antiglaucoma Preparations and Miotics|Antihypertensive Agents|Autacoids|Biological Factors|Cardiovascular Agents|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A5 Substrates|Cytochrome P-450 Substrates|Drugs that are Mainly Renally Excreted|Eicosanoids|Fatty Acids|Fatty Acids, Unsaturated|Inflammation Mediators|Lipids|Ophthalmologicals|Prostaglandin analogs reducing intraocular pressure (IOP)|Prostaglandins|Prostaglandins F, Synthetic|Prostaglandins, Synthetic|Sensory Organs",CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,5311027
888,DB00906,Tiagabine,small molecule,approved|investigational,Anti-epileptic Agent|Anticonvulsants|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Substrates|Decreased Central Nervous System Disorganized Electrical Activity|Fatty Acid Derivatives|GABA Agents|GABA Uptake Inhibitors|Membrane Transport Modulators|Nervous System|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|Nipecotic Acids|Piperidines|UGT1A1 Substrates,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,60648
889,DB00907,Cocaine,small molecule,approved|illicit,"Agents producing tachycardia|Agents that reduce seizure threshold|Alkaloids|Analgesics and Anesthetics|Anesthetics|Anesthetics, Local|Anticholinergic Agents|Aza Compounds|Azabicyclo Compounds|Cardiovascular Agents|Central Nervous System Agents|Cholinesterase substrates|Cocaine, antagonists & inhibitors|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Dopamine Agents|Dopamine Uptake Inhibitors|Esters of Benzoic Acid|Highest Risk QTc-Prolonging Agents|Membrane Transport Modulators|Muscarinic Antagonists|Nervous System|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|OCT2 Inhibitors|Ophthalmologicals|Otologicals|Peripheral Nervous System Agents|QTc Prolonging Agents|Sensory Organs|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Throat Preparations|Tropanes|Vasoconstrictor Agents",[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,446220
890,DB00908,Quinidine,small molecule,approved|investigational,"Adrenergic Agents|Adrenergic alpha-1 Receptor Antagonists|Adrenergic alpha-Antagonists|Adrenergic Antagonists|Agents producing tachycardia|Agents that produce hypertension|Agents that produce neuromuscular block (indirect)|Agents that reduce seizure threshold|Alkaloids|Anti-Infective Agents|Antiarrhythmic agents|Antiarrhythmics, Class I|Antiarrhythmics, Class Ia|Anticholinergic Agents|Antimalarials|Antiparasitic Agents|Antiprotozoals|Biological Products|Biopolymers|BSEP/ABCB11 Inhibitors|Carbohydrates|Cardiac Therapy|Cardiovascular Agents|Chemically-Induced Disorders|Cholinergic Agents|Cinchona Alkaloids|Complex Mixtures|Compounds used in a research, industrial, or household setting|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (strong)|Cytochrome P-450 CYP2B6 Inhibitors|Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)|Cytochrome P-450 CYP2C8 Inducers|Cytochrome P-450 CYP2C8 Inducers (weak)|Cytochrome P-450 CYP2C8 Inhibitors|Cytochrome P-450 CYP2C8 Inhibitors (weak)|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP2C9 Inhibitors (moderate)|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (strong)|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP2E1 Substrates|Cytochrome P-450 CYP2E1 Substrates with a Narrow Therapeutic Index|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (weak)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index|Cytochrome P-450 CYP3A7 Substrates|Cytochrome P-450 CYP3A7 Substrates with a Narrow Therapeutic Index|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Drugs causing inadvertant photosensitivity|Drugs that are Mainly Renally Excreted|Drugs that are Mainly Renally Excreted with Narrow Therapeutic Index|Enzyme Inhibitors|Heterocyclic Compounds, Fused-Ring|Highest Risk QTc-Prolonging Agents|Macromolecular Substances|Membrane Transport Modulators|Muscarinic Antagonists|Narrow Therapeutic Index Drugs|Neurotransmitter Agents|OAT3/SLC22A8 Inhibitors|OATP1B1/SLCO1B1 Inhibitors|OCT1 inhibitors|OCT2 Inhibitors|P-glycoprotein inhibitors|P-glycoprotein substrates|P-glycoprotein substrates with narrow therapeutic index|Pharmaceutical Preparations|Photosensitizing Agents|Plant Extracts|Plant Preparations|Polymers|Polysaccharides|QTc Prolonging Agents|Quinolines|Quinuclidines|Sodium Channel Blockers|Voltage-Gated Sodium Channel Blockers",[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,441074
891,DB00909,Zonisamide,small molecule,approved|investigational,"Agents causing hyperkalemia|Amides|Anti-epileptic Agent|Antiarrhythmic agents|Anticonvulsants|Bradycardia-Causing Agents|Calcium Channel Blockers|Calcium-Regulating Hormones and Agents|Carbonic Anhydrase Inhibitors|Cardiovascular Agents|Central Nervous System Agents|Central Nervous System Depressants|Compounds used in a research, industrial, or household setting|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C19 Inhibitors (weak)|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A5 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Decreased Central Nervous System Disorganized Electrical Activity|Diuretics|Drugs that are Mainly Renally Excreted|Genito Urinary System and Sex Hormones|Gynecological Antiinfectives and Antiseptics|Isoxazoles|Membrane Transport Modulators|Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates|Nervous System|P-glycoprotein inhibitors|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Sulfonamides|Sulfones|Sulfur Compounds|UGT1A1 Substrates",NS(=O)(=O)CC1=NOC2=CC=CC=C12,5734
892,DB00910,Paricalcitol,small molecule,approved|investigational,"Anti-Parathyroid Agents|Bone Density Conservation Agents|Calcium Homeostasis|Cholestanes|Cholestenes|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Substrates|Fused-Ring Compounds|Lipids|Membrane Lipids|Secosteroids|Steroids|Sterols|Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins|UGT1A4 substrates|Vitamin D and Analogues|Vitamins|Vitamins (Fat Soluble)",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,5281104
893,DB00911,Tinidazole,small molecule,approved|investigational,"Alimentary Tract and Metabolism|Alkylating Drugs|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Antiparasitic Agents|Antiparasitic Products, Insecticides and Repellents|Antiprotozoals|Antitrichomonal Agents|BSEP/ABCB11 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Substrates|Drugs for Acid Related Disorders|Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)|Drugs that are Mainly Renally Excreted|Genito Urinary System and Sex Hormones|Gynecological Antiinfectives and Antiseptics|Imidazole Derivatives|Imidazoles|Nitro Compounds|Nitroimidazole Antimicrobial|Nitroimidazole Derivatives|Nitroimidazoles|Noxae|Toxic Actions",CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,5479
894,DB00912,Repaglinide,small molecule,approved|investigational,"Acids, Acyclic|Alimentary Tract and Metabolism|Blood Glucose Lowering Agents|BSEP/ABCB11 Substrates|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Substrates|Drugs Used in Diabetes|Glinide|Hypoglycemia-Associated Agents|Meglitinides|OATP1B1/SLCO1B1 Substrates|Potassium Channel Antagonists|Stereoisomerism",CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,65981
895,DB00913,Anileridine,small molecule,approved|illicit,"Anesthetics|Anesthetics, General|Nervous System|Opioid Anesthetics|Piperidines",CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,8944
896,DB00914,Phenformin,small molecule,approved|investigational|withdrawn,Alimentary Tract and Metabolism|Amidines|Biguanides|Blood Glucose Lowering Agents|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 Substrates|Drugs Used in Diabetes|Guanidines|OCT1 inhibitors|OCT1 substrates|OCT2 Inhibitors,NC(=N)NC(=N)NCCC1=CC=CC=C1,8249
897,DB00915,Amantadine,small molecule,approved,"Adamantane Derivatives|Adamantanes|Analgesics|Analgesics, Non-Narcotic|Anti-Dyskinesia Agents|Anti-Infective Agents|Anti-Parkinson Drugs|Anticholinergic Agents|Antiviral Agents|Central Nervous System Agents|Cycloparaffins|Dopamine Agents|Drugs that are Mainly Renally Excreted|Influenza A M2 Protein Inhibitor|M2 Protein Inhibitors|Nervous System|Neurotransmitter Agents|Nicotinic Antagonists|NMDA Receptor Antagonists|OCT1 inhibitors|OCT1 substrates|OCT2 Inhibitors|OCT2 Substrates|Peripheral Nervous System Agents|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",NC12CC3CC(CC(C3)C1)C2,2130
898,DB00916,Metronidazole,small molecule,approved,"Agents that reduce seizure threshold|Alimentary Tract and Metabolism|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives and Antiseptics for Local Oral Treatment|Antiinfectives for Systemic Use|Antiparasitic Agents|Antiparasitic Products, Insecticides and Repellents|Antiprotozoals|Cytochrome P-450 CYP2A6 Substrates|Cytochrome P-450 CYP2C8 Inhibitors|Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)|Cytochrome P-450 CYP3A5 Substrates|Cytochrome P-450 CYP3A7 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Dermatologicals|Drugs for Acid Related Disorders|Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)|Genito Urinary System and Sex Hormones|Gynecological Antiinfectives and Antiseptics|Imidazole Derivatives|Imidazoles|Miscellaneous Antiprotozoals|Miscellaneous Local Anti-infectives|Nitro Compounds|Nitroimidazole Antimicrobial|Nitroimidazole Derivatives|Nitroimidazoles|P-glycoprotein inhibitors|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Stomatological Preparations|UGT1A1 Substrates",CC1=NC=C(N1CCO)[N+]([O-])=O,4173
899,DB00917,Dinoprostone,small molecule,approved,"Autacoids|Biological Factors|Dinoprostone, antagonists & inhibitors|Eicosanoids|Fatty Acids|Fatty Acids, Unsaturated|Genito Urinary System and Sex Hormones|Inflammation Mediators|Lipids|OAT1/SLC22A6 inhibitors|OAT1/SLC22A6 Substrates|OAT3/SLC22A8 Inhibitors|OAT3/SLC22A8 Substrates|OATP1B1/SLCO1B1 Substrates|OCT1 inhibitors|OCT2 Inhibitors|Prostaglandins|Prostaglandins E|Prostaglandins, Synthetic|Reproductive Control Agents|Uterotonic agents",CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,5280360
900,DB00918,Almotriptan,small molecule,approved|investigational,"Agents that produce hypertension|Amines|Analgesics|Antidepressive Agents|Antimigraine Preparations|Biogenic Amines|Biogenic Monoamines|Central Nervous System Depressants|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP2E1 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Substrates|Drugs that are Mainly Renally Excreted|Heterocyclic Compounds, Fused-Ring|Indoles|Migraine Disorders|Monoamine Oxidase A Substrates|Nervous System|Neurotransmitter Agents|Selective Serotonin 5-HT1 Receptor Agonists|Selective Serotonin Agonists|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin 1b Receptor Agonists|Serotonin 1d Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Serotonin Agents|Serotonin Modulators|Serotonin Receptor Agonists|Serotonin-1b and Serotonin-1d Receptor Agonist|Triptans",CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,123606
901,DB00919,Spectinomycin,small molecule,approved|investigational|vet_approved,"Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Carbohydrates|Dioxanes|Glycosides|Heterocyclic Compounds, Fused-Ring",[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,15541
902,DB00920,Ketotifen,small molecule,approved,Anti-Allergic Agents|Antihistamine Drugs|Antihistamines for Systemic Use|Antipruritics|Decongestants and Antiallergics|Dermatologicals|Histamine Agents|Histamine Antagonists|Histamine H1 Antagonists|Histamine H1 Inhibitors|Neurotransmitter Agents|Ophthalmologicals|Other Antihistamines|Piperidines|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Sensory Organs|Sulfur Compounds|Thiophenes,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,3827
903,DB00921,Buprenorphine,small molecule,approved|illicit|investigational|vet_approved,"Alkaloids|Analgesics|BCRP/ABCG2 Inhibitors|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2C18 Substrates|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C19 inhibitors (strength unknown)|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (weak)|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (weak)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A5 Substrates|Cytochrome P-450 CYP3A7 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Drugs Used in Addictive Disorders|Drugs Used in Opioid Dependence|Heterocyclic Compounds, Fused-Ring|Mixed Agonist / Antagonist Opioids|Morphinans|Narcotics|Nervous System|Opiate Agonists|Opiate Alkaloids|Opiate Partial Agonists|Opioid Antagonists|Opioids|Oripavine Derivatives|P-glycoprotein inhibitors|Peripheral Nervous System Agents|Phenanthrenes|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|UGT1A1 Substrates|UGT1A9 Substrates",CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,644073
904,DB00922,Levosimendan,small molecule,approved|investigational,"Antiarrhythmic agents|Cardiac Stimulants Excl. Cardiac Glycosides|Cardiac Therapy|Cardiotonic Agents|Cardiovascular Agents|Compounds used in a research, industrial, or household setting|Enzyme Inhibitors|Hydrazines|Hydrazones|Hypotensive Agents|Moderate Risk QTc-Prolonging Agents|Phosphodiesterase 3 Inhibitors|Phosphodiesterase Inhibitors|Protective Agents|Pyridazines|QTc Prolonging Agents|Vasodilating Agents",C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,3033825
905,DB00923,Ceforanide,small molecule,approved,"Amides|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|beta-Lactams|Cephalosporins|Heterocyclic Compounds, Fused-Ring|Lactams|Nephrotoxic agents|Second-Generation Cephalosporins|Sulfur Compounds|Thiazines",[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,43507
906,DB00924,Cyclobenzaprine,small molecule,approved,"Agents that reduce seizure threshold|Benzocycloheptenes|Central Nervous System Agents|Central Nervous System Depressants|Centrally-mediated Muscle Relaxation|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Substrates|Dibenzocycloheptenes|Drugs causing inadvertant photosensitivity|Muscle Relaxants|Muscle Relaxants, Centrally Acting Agents|Musculo-Skeletal System|Neurotoxic agents|Photosensitizing Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Tranquilizing Agents|UGT1A4 substrates",CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,2895
907,DB00925,Phenoxybenzamine,small molecule,approved,Adrenergic Agents|Adrenergic alpha-1 Receptor Antagonists|Adrenergic alpha-Antagonists|Adrenergic Antagonists|Agents that produce hypertension|Amines|Antihypertensive Agents|Cardiovascular Agents|Ethylamines|Hypotensive Agents|Neurotransmitter Agents|OCT1 inhibitors|OCT2 Inhibitors|Peripheral alpha-1 blockers|Peripheral Vasodilators|Vasodilating Agents,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,4768
908,DB00926,Etretinate,small molecule,withdrawn,"Alkenes|Antipsoriatics|Antipsoriatics for Systemic Use|Biological Factors|Carotenoids|Cyclohexanes|Cyclohexenes|Cycloparaffins|Dermatologicals|Drugs causing inadvertant photosensitivity|Hydrocarbons, Acyclic|Keratolytic Agents|Photosensitizing Agents|Pigments, Biological|Polyenes|Retinoids|Retinoids for Treatment of Psoriasis|Terpenes",CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,3312
909,DB00927,Famotidine,small molecule,approved,Acid Reducers|Alimentary Tract and Metabolism|Anti-Ulcer Agents|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (weak)|Cytochrome P-450 Enzyme Inhibitors|Drugs for Acid Related Disorders|Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)|Gastric Acid Lowering Agents|Gastrointestinal Agents|Histamine Agents|Histamine Antagonists|Histamine H2 Antagonists|MATE 1 Inhibitors|MATE inhibitors|Neurotransmitter Agents|OAT3/SLC22A8 Inhibitors|OAT3/SLC22A8 Substrates|OCT2 Inhibitors|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Sulfur Compounds|Thiazoles,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,3325
910,DB00928,Azacitidine,small molecule,approved|investigational,"Antimetabolites|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Aza Compounds|Carbohydrates|Drugs that are Mainly Renally Excreted|Enzyme Inhibitors|Glycosides|Immunosuppressive Agents|Myelosuppressive Agents|Noxae|Nucleic Acid Synthesis Inhibitors|Nucleic Acids, Nucleotides, and Nucleosides|Nucleoside Metabolic Inhibitor|Nucleosides|Pyrimidine Analogues|Pyrimidine Nucleosides|Pyrimidines|Ribonucleosides|Toxic Actions",NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,9444
911,DB00929,Misoprostol,small molecule,approved,"Abortifacient Agents|Abortifacient Agents, Nonsteroidal|Alimentary Tract and Metabolism|Anti-Ulcer Agents|Antiinflammatory and Antirheumatic Products|Antiinflammatory and Antirheumatic Products, Non-Steroids|Autacoids|Biological Factors|Drugs causing inadvertant photosensitivity|Drugs for Acid Related Disorders|Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)|Eicosanoids|Fatty Acids|Fatty Acids, Unsaturated|Gastrointestinal Agents|Genito Urinary System and Sex Hormones|Inflammation Mediators|Lipids|Musculo-Skeletal System|Photosensitizing Agents|Propionates|Prostaglandin E1 Analog|Prostaglandins|Prostaglandins E, Synthetic|Prostaglandins, Synthetic|Reproductive Control Agents|Uterotonic agents",CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,5282381
912,DB00930,Colesevelam,small molecule,approved,"Alkenes|Allyl Compounds|Allylamine|Amines|Anticholesteremic Agents|Bile Acid Sequestrants|Bile-acid Binding Activity|Hydrocarbons, Acyclic|Hypolipidemic Agents|Hypolipidemic Agents Indicated for Hyperlipidemia|Lipid Modifying Agents|Lipid Modifying Agents, Plain|Lipid Regulating Agents|Noxae|Toxic Actions",,
913,DB00931,Metacycline,small molecule,approved|investigational,Agents that produce neuromuscular block (indirect)|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Naphthacenes|Tetracyclines,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,54675785
